-3 0.061344871
-2.9826323 0.061231563
-2.9652647 0.061125438
-2.947897 0.061154123
-2.9305294 0.061122306
-2.9131617 0.061072709
-2.8957941 0.06103096
-2.8784264 0.060910908
-2.8610588 0.060760676
-2.8436911 0.060604817
-2.8263235 0.060524865
-2.8089558 0.060416972
-2.7915882 0.060197162
-2.7742205 0.060021335
-2.7568529 0.059794411
-2.7394852 0.059548991
-2.7221176 0.059295613
-2.7047499 0.059127823
-2.6873823 0.058778289
-2.6700146 0.058296585
-2.652647 0.057846052
-2.6352793 0.057476149
-2.6179117 0.057137574
-2.600544 0.056735831
-2.5831764 0.056407312
-2.5658087 0.056043925
-2.5484411 0.055785837
-2.5310734 0.055533118
-2.5137058 0.055253794
-2.4963381 0.054864157
-2.4789705 0.054562394
-2.4616028 0.054454219
-2.4442352 0.054424168
-2.4268675 0.054258916
-2.4094999 0.054199666
-2.3921322 0.054031848
-2.3747646 0.053810328
-2.3573969 0.053624634
-2.3400293 0.053398667
-2.3226616 0.053043093
-2.305294 0.052660833
-2.2879263 0.052445262
-2.2705587 0.052121939
-2.253191 0.051699328
-2.2358234 0.051299953
-2.2184557 0.050825025
-2.2010881 0.050398009
-2.1837204 0.050099776
-2.1663528 0.049872939
-2.1489851 0.049672404
-2.1316175 0.049401675
-2.1142498 0.049147421
-2.0968822 0.048947544
-2.0795145 0.048727602
-2.0621469 0.048529554
-2.0447792 0.048460166
-2.0274116 0.048373089
-2.0100439 0.048394245
-1.9926763 0.048379201
-1.9753086 0.048203174
-1.957941 0.04804856
-1.9405733 0.047841274
-1.9232057 0.047655884
-1.905838 0.047498823
-1.8884704 0.047303885
-1.8711027 0.047101286
-1.8537351 0.046923566
-1.8363674 0.046674127
-1.8189998 0.046316468
-1.8016321 0.045888473
-1.7842645 0.045509524
-1.7668968 0.045088334
-1.7495292 0.044565088
-1.7321615 0.044190536
-1.7147939 0.04389432
-1.6974262 0.043535711
-1.6800586 0.043257201
-1.6626909 0.043072417
-1.6453233 0.042866824
-1.6279556 0.042599028
-1.610588 0.042468075
-1.5932203 0.042370943
-1.5758527 0.042101156
-1.558485 0.042050451
-1.5411174 0.042044802
-1.5237497 0.042015931
-1.5063821 0.041764351
-1.4890144 0.041508408
-1.4716468 0.041347557
-1.4542791 0.040992888
-1.4369115 0.040687354
-1.4195438 0.040489687
-1.4021762 0.040213957
-1.3848085 0.039885504
-1.3674409 0.039590537
-1.3500732 0.039283962
-1.3327056 0.038942185
-1.3153379 0.038485394
-1.2979703 0.038001979
-1.2806026 0.037623852
-1.263235 0.037414029
-1.2458673 0.037284516
-1.2284997 0.037158137
-1.211132 0.036954113
-1.1937644 0.036746016
-1.1763967 0.03650875
-1.1590291 0.036302394
-1.1416614 0.036176468
-1.1242938 0.036036634
-1.1069261 0.035910459
-1.0895585 0.035819281
-1.0721908 0.035732117
-1.0548232 0.03552724
-1.0374555 0.035202417
-1.0200879 0.034839705
-1.0027202 0.034440139
-0.98535258 0.034118782
-0.96798493 0.03394907
-0.95061728 0.033783718
-0.93324963 0.033629061
-0.91588198 0.033395473
-0.89851433 0.033107904
-0.88114668 0.032756219
-0.86377903 0.03256059
-0.84641138 0.032264154
